500,0.84945
501,0.850414
502,0.851424
503,0.852478
504,0.853574
505,0.854712
506,0.855889
507,0.857104
508,0.858355
509,0.859641
510,0.86096
511,0.862312
512,0.863693
513,0.865103
514,0.866541
515,0.868004
516,0.869492
517,0.871003
518,0.872535
519,0.874088
520,0.875659
521,0.877248
522,0.878852
523,0.880472
524,0.882105
525,0.883749
526,0.885405
527,0.887071
528,0.888744
529,0.890425
530,0.892112
531,0.893804
532,0.895499
533,0.897197
534,0.898897
535,0.900597
536,0.902296
537,0.903994
538,0.905689
539,0.907381
540,0.909068
541,0.91075
542,0.912426
543,0.914095
544,0.915756
545,0.917408
546,0.919051
547,0.920683
548,0.922305
549,0.923915
550,0.925512
551,0.927045
552,0.928565
553,0.930071
554,0.931563
555,0.933042
556,0.934505
557,0.935953
558,0.937385
559,0.938802
560,0.940201
561,0.941585
562,0.94295
563,0.944299
564,0.94563
565,0.946943
566,0.948237
567,0.949513
568,0.950771
569,0.95201
570,0.953229
571,0.95443
572,0.955612
573,0.956774
574,0.957916
575,0.959039
576,0.960143
577,0.961227
578,0.962291
579,0.963336
580,0.964361
581,0.965367
582,0.966353
583,0.967319
584,0.968266
585,0.969194
586,0.970102
587,0.970991
588,0.971862
589,0.972713
590,0.973545
591,0.974359
592,0.975154
593,0.975931
594,0.976689
595,0.97743
596,0.978152
597,0.978857
598,0.979545
599,0.980215
600,0.980868
601,0.981505
602,0.982124
603,0.982728
604,0.983315
605,0.983886
606,0.984441
607,0.984981
608,0.985506
609,0.986015
610,0.98651
611,0.98699
612,0.987456
613,0.987908
614,0.988346
615,0.988771
616,0.989182
617,0.98958
618,0.989966
619,0.990339
620,0.9907
621,0.991048
622,0.991385
623,0.99171
624,0.992024
625,0.992327
626,0.992619
627,0.992901
628,0.993172
629,0.993433
630,0.993684
631,0.993926
632,0.994158
633,0.994381
634,0.994595
635,0.9948
636,0.994997
637,0.995186
638,0.995367
639,0.995539
640,0.995704
641,0.995862
642,0.996012
643,0.996156
644,0.996292
645,0.996422
646,0.996546
647,0.996663
648,0.996774
649,0.99688
650,0.996979
651,0.997073
652,0.997162
653,0.997246
654,0.997324
655,0.997398
656,0.997467
657,0.997531
658,0.997591
659,0.997647
660,0.997699
661,0.997746
662,0.99779
663,0.997831
664,0.997867
665,0.997901
666,0.997931
667,0.997958
668,0.997982
669,0.998003
670,0.998021
671,0.998036
672,0.998049
673,0.99806
674,0.998068
675,0.998074
676,0.998077
677,0.998079
678,0.998079
679,0.998076
680,0.998072
681,0.998067
682,0.998059
683,0.998051
684,0.99804
685,0.998029
686,0.998016
687,0.998002
688,0.997986
689,0.99797
690,0.997952
691,0.997934
692,0.997915
693,0.997895
694,0.997874
695,0.997852
696,0.99783
697,0.997807
698,0.997784
699,0.99776
700,0.997736
701,0.997711
702,0.997686
703,0.997661
704,0.997635
705,0.997609
706,0.997583
707,0.997557
708,0.99753
709,0.997504
710,0.997477
711,0.997451
712,0.997424
713,0.997398
714,0.997371
715,0.997345
716,0.997319
717,0.997293
718,0.997267
719,0.997241
720,0.997215
721,0.99719
722,0.997165
723,0.997141
724,0.997116
725,0.997092
726,0.997068
727,0.997045
728,0.997022
729,0.996999
730,0.996977
731,0.996955
732,0.996933
733,0.996912
734,0.996891
735,0.996871
736,0.996851
737,0.996832
738,0.996813
739,0.996795
740,0.996777
741,0.99676
742,0.996743
743,0.996726
744,0.99671
745,0.996695
746,0.99668
747,0.996666
748,0.996652
749,0.996639
750,0.996626
751,0.996614
752,0.996602
753,0.996591
754,0.99658
755,0.99657
756,0.996561
757,0.996552
758,0.996543
759,0.996535
760,0.996528
761,0.996521
762,0.996514
763,0.996508
764,0.996503
765,0.996498
766,0.996494
767,0.99649
768,0.996487
769,0.996484
770,0.996482
771,0.99648
772,0.996479
773,0.996478
774,0.996478
775,0.996478
776,0.996479
777,0.99648
778,0.996481
779,0.996483
780,0.996486
781,0.996489
782,0.996492
783,0.996496
784,0.996501
785,0.996506
786,0.996511
787,0.996516
788,0.996522
789,0.996529
790,0.996536
791,0.996543
792,0.996551
793,0.996559
794,0.996567
795,0.996576
796,0.996585
797,0.996595
798,0.996605
799,0.996615
800,0.996626
801,0.996637
802,0.996649
803,0.996661
804,0.996673
805,0.996685
806,0.996698
807,0.99671
808,0.996723
809,0.996737
810,0.99675
811,0.996764
812,0.996778
813,0.996792
814,0.996806
815,0.99682
816,0.996835
817,0.996849
818,0.996864
819,0.996879
820,0.996894
821,0.996909
822,0.996924
823,0.99694
824,0.996955
825,0.996971
826,0.996987
827,0.997002
828,0.997018
829,0.997034
830,0.99705
831,0.997066
832,0.997082
833,0.997099
834,0.997115
835,0.997131
836,0.997147
837,0.997164
838,0.99718
839,0.997196
840,0.997213
841,0.997229
842,0.997245
843,0.997262
844,0.997278
845,0.997294
846,0.99731
847,0.997327
848,0.997343
849,0.997359
850,0.997375
851,0.997391
852,0.997407
853,0.997423
854,0.997439
855,0.997454
856,0.99747
857,0.997486
858,0.997501
859,0.997516
860,0.997532
861,0.997547
862,0.997562
863,0.997577
864,0.997592
865,0.997606
866,0.997621
867,0.997635
868,0.997649
869,0.997663
870,0.997677
871,0.997691
872,0.997705
873,0.997718
874,0.997731
875,0.997744
876,0.997757
877,0.99777
878,0.997782
879,0.997795
880,0.997807
881,0.997818
882,0.99783
883,0.997842
884,0.997853
885,0.997864
886,0.997875
887,0.997885
888,0.997895
889,0.997905
890,0.997915
891,0.997925
892,0.997934
893,0.997943
894,0.997952
895,0.99796
896,0.997969
897,0.997976
898,0.997984
899,0.997992
900,0.997999
901,0.998005
902,0.998012
903,0.998018
904,0.998024
905,0.99803
906,0.998035
907,0.99804
908,0.998045
909,0.998049
910,0.998053
911,0.998057
912,0.99806
913,0.998063
914,0.998066
915,0.998068
916,0.99807
917,0.998071
918,0.998073
919,0.998074
920,0.998074
921,0.998074
922,0.998074
923,0.998074
924,0.998073
925,0.998072
926,0.99807
927,0.998068
928,0.998065
929,0.998063
930,0.998059
931,0.998056
932,0.998052
933,0.998047
934,0.998043
935,0.998037
936,0.998032
937,0.998026
938,0.998019
939,0.998013
940,0.998005
941,0.997998
942,0.997989
943,0.997981
944,0.997972
945,0.997963
946,0.997953
947,0.997942
948,0.997932
949,0.997921
950,0.997909
951,0.997897
952,0.997885
953,0.997872
954,0.997858
955,0.997844
956,0.99783
957,0.997815
958,0.9978
959,0.997784
960,0.997768
961,0.997752
962,0.997735
963,0.997717
964,0.997699
965,0.997681
966,0.997662
967,0.997642
968,0.997622
969,0.997602
970,0.997581
971,0.99756
972,0.997538
973,0.997515
974,0.997493
975,0.997469
976,0.997445
977,0.997421
978,0.997396
979,0.997371
980,0.997345
981,0.997319
982,0.997292
983,0.997265
984,0.997237
985,0.997209
986,0.99718
987,0.99715
988,0.997121
989,0.99709
990,0.997059
991,0.997028
992,0.996996
993,0.996964
994,0.996931
995,0.996897
996,0.996863
997,0.996829
998,0.996794
999,0.996758
1000,0.996722
1001,0.996686
1002,0.996648
1003,0.996611
1004,0.996572
1005,0.996534
1006,0.996494
1007,0.996454
1008,0.996414
1009,0.996373
1010,0.996332
1011,0.99629
1012,0.996248
1013,0.996205
1014,0.996162
1015,0.996118
1016,0.996073
1017,0.996028
1018,0.995983
1019,0.995937
1020,0.995891
1021,0.995844
1022,0.995796
1023,0.995748
1024,0.9957
1025,0.995651
1026,0.995601
1027,0.995551
1028,0.995501
1029,0.99545
1030,0.995398
1031,0.995346
1032,0.995294
1033,0.995241
1034,0.995187
1035,0.995133
1036,0.995078
1037,0.995023
1038,0.994968
1039,0.994912
1040,0.994855
1041,0.994798
1042,0.99474
1043,0.994682
1044,0.994623
1045,0.994564
1046,0.994505
1047,0.994444
1048,0.994384
1049,0.994323
1050,0.994261
1051,0.994199
1052,0.994136
1053,0.994073
1054,0.994009
1055,0.993945
1056,0.99388
1057,0.993815
1058,0.99375
1059,0.993683
1060,0.993617
1061,0.993549
1062,0.993482
1063,0.993414
1064,0.993345
1065,0.993276
1066,0.993206
1067,0.993136
1068,0.993065
1069,0.992994
1070,0.992923
1071,0.992851
1072,0.992778
1073,0.992705
1074,0.992631
1075,0.992557
1076,0.992483
1077,0.992408
1078,0.992332
1079,0.992256
1080,0.99218
1081,0.992103
1082,0.992026
1083,0.991948
1084,0.99187
1085,0.991791
1086,0.991711
1087,0.991632
1088,0.991551
1089,0.991471
1090,0.99139
1091,0.991308
1092,0.991226
1093,0.991143
1094,0.99106
1095,0.990977
1096,0.990893
1097,0.990808
1098,0.990723
1099,0.990638
1100,0.990552
1101,0.990466
1102,0.990379
1103,0.990292
1104,0.990205
1105,0.990117
1106,0.990028
1107,0.989939
1108,0.98985
1109,0.98976
1110,0.98967
1111,0.989579
1112,0.989488
1113,0.989396
1114,0.989304
1115,0.989212
1116,0.989119
1117,0.989026
1118,0.988932
1119,0.988838
1120,0.988743
1121,0.988648
1122,0.988553
1123,0.988457
1124,0.98836
1125,0.988264
1126,0.988167
1127,0.988069
1128,0.987971
1129,0.987873
1130,0.987774
1131,0.987675
1132,0.987575
1133,0.987475
1134,0.987375
1135,0.987274
1136,0.987173
1137,0.987071
1138,0.986969
1139,0.986867
1140,0.986764
1141,0.986661
1142,0.986557
1143,0.986453
1144,0.986349
1145,0.986244
1146,0.986139
1147,0.986034
1148,0.985928
1149,0.985821
1150,0.985715
1151,0.985608
1152,0.9855
1153,0.985393
1154,0.985285
1155,0.985176
1156,0.985067
1157,0.984958
1158,0.984849
1159,0.984739
1160,0.984628
1161,0.984518
1162,0.984407
1163,0.984295
1164,0.984184
1165,0.984072
1166,0.983959
1167,0.983847
1168,0.983733
1169,0.98362
1170,0.983506
1171,0.983392
1172,0.983278
1173,0.983163
1174,0.983048
1175,0.982933
1176,0.982817
1177,0.982701
1178,0.982584
1179,0.982468
1180,0.982351
1181,0.982233
1182,0.982116
1183,0.981998
1184,0.98188
1185,0.981761
1186,0.981642
1187,0.981523
1188,0.981403
1189,0.981284
1190,0.981163
1191,0.981043
1192,0.980922
1193,0.980801
1194,0.98068
1195,0.980559
1196,0.980437
1197,0.980315
1198,0.980192
1199,0.980069
1200,0.979946
1201,0.979823
1202,0.9797
1203,0.979576
1204,0.979452
1205,0.979328
1206,0.979203
1207,0.979078
1208,0.978953
1209,0.978828
1210,0.978702
1211,0.978576
1212,0.97845
1213,0.978323
1214,0.978197
1215,0.97807
1216,0.977943
1217,0.977815
1218,0.977688
1219,0.97756
1220,0.977432
1221,0.977303
1222,0.977175
1223,0.977046
1224,0.976917
1225,0.976787
1226,0.976658
1227,0.976528
1228,0.976398
1229,0.976268
1230,0.976138
1231,0.976007
1232,0.975876
1233,0.975745
1234,0.975614
1235,0.975482
1236,0.975351
1237,0.975219
1238,0.975087
1239,0.974954
1240,0.974822
1241,0.974689
1242,0.974556
1243,0.974423
1244,0.97429
1245,0.974157
1246,0.974023
1247,0.973889
1248,0.973755
1249,0.973621
1250,0.973487
1251,0.973352
1252,0.973217
1253,0.973083
1254,0.972948
1255,0.972812
1256,0.972677
1257,0.972541
1258,0.972406
1259,0.97227
1260,0.972134
1261,0.971998
1262,0.971861
1263,0.971725
1264,0.971588
1265,0.971451
1266,0.971314
1267,0.971177
1268,0.97104
1269,0.970902
1270,0.970765
1271,0.970627
1272,0.970489
1273,0.970352
1274,0.970213
1275,0.970075
1276,0.969937
1277,0.969798
1278,0.96966
1279,0.969521
1280,0.969382
1281,0.969243
1282,0.969104
1283,0.968965
1284,0.968826
1285,0.968686
1286,0.968547
1287,0.968407
1288,0.968268
1289,0.968128
1290,0.967988
1291,0.967848
1292,0.967708
1293,0.967567
1294,0.967427
1295,0.967287
1296,0.967146
1297,0.967005
1298,0.966865
1299,0.966724
1300,0.966583
1301,0.966442
1302,0.966301
1303,0.96616
1304,0.966019
1305,0.965877
1306,0.965736
1307,0.965594
1308,0.965453
1309,0.965311
1310,0.96517
1311,0.965028
1312,0.964886
1313,0.964744
1314,0.964602
1315,0.964461
1316,0.964318
1317,0.964176
1318,0.964034
1319,0.963892
1320,0.96375
1321,0.963608
1322,0.963465
1323,0.963323
1324,0.96318
1325,0.963038
1326,0.962895
1327,0.962753
1328,0.96261
1329,0.962468
1330,0.962325
1331,0.962182
1332,0.962039
1333,0.961897
1334,0.961754
1335,0.961611
1336,0.961468
1337,0.961325
1338,0.961182
1339,0.961039
1340,0.960896
1341,0.960753
1342,0.96061
1343,0.960467
1344,0.960324
1345,0.960181
1346,0.960038
1347,0.959895
1348,0.959752
1349,0.959609
1350,0.959466
1351,0.959323
1352,0.95918
1353,0.959037
1354,0.958894
1355,0.958751
1356,0.958608
1357,0.958465
1358,0.958321
1359,0.958178
1360,0.958035
1361,0.957892
1362,0.957749
1363,0.957606
1364,0.957463
1365,0.95732
1366,0.957177
1367,0.957034
1368,0.956891
1369,0.956748
1370,0.956606
1371,0.956463
1372,0.95632
1373,0.956177
1374,0.956034
1375,0.955891
1376,0.955749
1377,0.955606
1378,0.955463
1379,0.955321
1380,0.955178
1381,0.955036
1382,0.954893
1383,0.954751
1384,0.954608
1385,0.954466
1386,0.954323
1387,0.954181
1388,0.954039
1389,0.953897
1390,0.953754
1391,0.953612
1392,0.95347
1393,0.953328
1394,0.953186
1395,0.953044
1396,0.952902
1397,0.95276
1398,0.952619
1399,0.952477
1400,0.952335
1401,0.952194
1402,0.952052
1403,0.951911
1404,0.951769
1405,0.951628
1406,0.951487
1407,0.951346
1408,0.951205
1409,0.951063
1410,0.950922
1411,0.950782
1412,0.950641
1413,0.9505
1414,0.950359
1415,0.950219
1416,0.950078
1417,0.949938
1418,0.949797
1419,0.949657
1420,0.949517
1421,0.949377
1422,0.949236
1423,0.949096
1424,0.948957
1425,0.948817
1426,0.948677
1427,0.948537
1428,0.948398
1429,0.948258
1430,0.948119
1431,0.94798
1432,0.947841
1433,0.947701
1434,0.947562
1435,0.947424
1436,0.947285
1437,0.947146
1438,0.947007
1439,0.946869
1440,0.946731
1441,0.946592
1442,0.946454
1443,0.946316
1444,0.946178
1445,0.94604
1446,0.945902
1447,0.945765
1448,0.945627
1449,0.945489
1450,0.945352
1451,0.945215
1452,0.945078
1453,0.944941
1454,0.944804
1455,0.944667
1456,0.94453
1457,0.944394
1458,0.944257
1459,0.944121
1460,0.943985
1461,0.943848
1462,0.943712
1463,0.943577
1464,0.943441
1465,0.943305
1466,0.94317
1467,0.943034
1468,0.942899
1469,0.942764
1470,0.942629
1471,0.942494
1472,0.942359
1473,0.942224
1474,0.94209
1475,0.941956
1476,0.941821
1477,0.941687
1478,0.941553
1479,0.941419
1480,0.941286
1481,0.941152
1482,0.941018
1483,0.940885
1484,0.940752
1485,0.940619
1486,0.940486
1487,0.940353
1488,0.94022
1489,0.940088
1490,0.939955
1491,0.939823
1492,0.939691
1493,0.939559
1494,0.939427
1495,0.939295
1496,0.939164
1497,0.939033
1498,0.938901
1499,0.93877
1500,0.938639
